type	latitude	longitude	altitude (m)	color	opacity	width	name	desc	kml_folder
T	31.337315517	121.225982909	4.5						
T	31.337477572	121.225850747	4.9						
T	31.337692352	121.225669386	4.3						
T	31.337867895	121.225520562	3.7						
T	31.338031016	121.225383927	3.1						
T	31.338102183	121.225321937	3.0						
T	31.338122120	121.225301947	3.0						
T	31.338138613	121.225285105	3.0						
T	31.338143855	121.225279542	3.0						
T	31.338148206	121.225274334	3.0						
T	31.338154821	121.225266208	3.0						
T	31.338160389	121.225258763	2.9						
T	31.338163967	121.225253492	2.9						
T	31.338166537	121.225248762	2.9						
T	31.338168197	121.225244224	2.9						
T	31.338169358	121.225239110	2.9						
T	31.338170134	121.225234149	2.9						
T	31.338170448	121.225228602	2.9						
T	31.338170766	121.225219245	2.8						
T	31.338170739	121.225209550	2.8						
T	31.338170411	121.225198092	2.8						
T	31.338169375	121.225182859	2.7						
T	31.338166583	121.225166030	2.7						
T	31.338164002	121.225146645	2.6						
T	31.338159562	121.225118721	2.6						
T	31.338150878	121.225082028	2.5						
T	31.338093323	121.224844576	3.3						
T	31.338003674	121.224459712	4.2						
T	31.337943609	121.224165987	4.0						
T	31.337808328	121.223496951	3.4						
T	31.337558611	121.222272551	5.6						
